project,file,time1,time2,time3,time4,time5,mem1,mem2,mem3,mem4,mem5,time-ave,mem-ave
pytorch,pytorch/third_party/XNNPACK/src/f32-velu/gen/velu-avx2-rr1-lut8-p4-perm-x32.c,1.125,1.121,1.101,1.036,1.035,204592,204592,204596,204596,204592,1.084,2612816.8
pytorch,pytorch/aten/src/ATen/ParallelNative.cpp,0.255,0.287,0.281,0.281,0.28,150560,150560,150560,150560,150560,0.277,355153.6
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/cpu_convolution_list.cpp,27.639,31.114,32.595,28.962,29.242,1431280,1431272,1431280,1431276,1431280,29.910,1581837.6
pytorch,pytorch/third_party/fbgemm/src/RowWiseSparseAdagradFused.cc,48.292,47.834,61.586,44.752,57.957,817928,817924,817928,817924,817920,52.084,2249202.4
pytorch,pytorch/caffe2/opt/dead_code_elim_test.cc,24.355,29.492,42.817,39.279,29.072,1214312,1213952,1213840,1214332,1213956,33.003,2032003.2
pytorch,pytorch/caffe2/operators/negative_op.cc,29.863,30.668,21.388,27.46,29.912,1223236,1223260,1223260,1223244,1223240,27.858,2437326.4
pytorch,pytorch/third_party/XNNPACK/src/f32-relu/gen/scalar-x4.c,0.269,0.332,0.328,0.335,0.333,154332,154332,154332,154332,154332,0.319,1377580
pytorch,pytorch/third_party/XNNPACK/src/f32-igemm/gen/3x16-minmax-fma3-broadcast.c,3.573,3,1.935,3.081,3.119,224072,224072,224136,224072,224072,2.942,378416.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vsqrt/gen/avx512f-nr1fma1adj-x48.c,0.884,0.927,0.91,0.95,0.991,203960,203960,203960,203960,203960,0.932,428044.8
pytorch,pytorch/torch/csrc/api/src/nn/modules/transformer.cpp,92.437,92.442,103.907,80.096,108.675,1857448,1855900,1857440,1856932,1856412,95.511,2060786.4
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv/gen/up4x9-minmax-sse.c,2.837,3.193,3.148,2.937,2.803,216588,216588,216588,216588,216588,2.984,2073414.4
pytorch,pytorch/third_party/XNNPACK/src/qs8-igemm/gen/2x4c8-minmax-sse2-ld64.c,2.312,1.413,2.347,2.463,2.344,204660,204660,204660,204660,204660,2.176,421248
pytorch,pytorch/build/aten/src/ATen/native/cpu/MaxPoolKernel.cpp.AVX2.cpp,42.105,40.344,46.798,29.489,38.131,1336328,1336320,1336320,1336316,1336324,39.373,1540981.6
pytorch,pytorch/caffe2/operators/sequence_ops.cc,83.483,66.747,77.215,97.312,100.159,1364356,1364352,1364396,1364364,1364368,84.983,2700688.8
pytorch,pytorch/third_party/XNNPACK/src/f32-relu/gen/scalar-x8.c,0.339,0.202,0.342,0.335,0.338,154464,154464,154464,154464,154464,0.311,1518831.2
pytorch,pytorch/caffe2/queue/blobs_queue_db.cc,59.567,52.478,63.48,61.135,57.751,1762720,1762948,1762832,1763488,1762840,58.882,1917429.6
pytorch,pytorch/torch/csrc/utils/cuda_lazy_init.cpp,3.442,3.502,3.88,2.461,3.56,417256,417252,417260,417256,417252,3.369,2180220.8
pytorch,pytorch/caffe2/operators/partition_ops.cc,25.393,22.435,32.282,32.139,33.137,1265816,1265832,1265824,1265824,1265832,29.077,1683080.8
pytorch,pytorch/third_party/XNNPACK/src/math/expm1minus-avx512f-rr1-lut16-p3-perm.c,0.873,0.865,0.864,0.869,0.857,202308,202308,202308,202308,202308,0.866,1468133.6
pytorch,pytorch/third_party/XNNPACK/src/f32-vrnd/gen/vrndz-scalar-libm-x4.c,0.489,0.484,0.574,0.474,0.485,190392,190392,190392,190392,190392,0.501,392700
pytorch,pytorch/third_party/tensorpipe/tensorpipe/channel/helpers.cc,3.967,3.748,3.775,3.452,4.001,223764,223512,223636,223640,223640,3.789,414030.4
pytorch,pytorch/torch/csrc/jit/tensorexpr/operators/reduction.cpp,106.475,89.952,121.072,81.42,92.483,2288400,2288408,2288428,2288404,2288404,98.280,2512047.2
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/prelu/jit_uni_prelu_backward_kernel.cpp,69.634,73.714,63.649,44.035,67.356,848920,848932,848924,848924,848920,63.678,3137332.8
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/gemm_x8s8s32x_conv_zp_src_pad_comp.cpp,105.906,120.055,117.199,92.735,86.811,752000,755796,758724,755868,755644,104.541,1604530.4
pytorch,pytorch/third_party/XNNPACK/src/f32-raddextexp/gen/avx512f-p5-scalef-x192.c,1.11,1.203,1.061,1.12,1.215,205144,205144,205144,205144,205144,1.142,960750.4
pytorch,pytorch/torch/csrc/autograd/input_buffer.cpp,79.357,91.524,72.264,87.104,90.525,2150292,2150284,2150288,2150296,2150288,84.155,2355433.6
pytorch,pytorch/third_party/XNNPACK/src/f32-hswish/gen/hswish-fma3-x8.c,0.973,0.616,0.539,0.845,0.838,203128,203132,203132,203000,203132,0.762,2353394.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/injectors/jit_uni_binary_injector.cpp,130.761,118.631,147.089,147.572,127.878,757764,757264,757768,757252,756748,134.386,960464
pytorch,pytorch/caffe2/core/blob_stats.cc,15.025,12.09,14.552,17.298,18.292,774100,774084,773944,774080,773992,15.451,1531399.2
pytorch,pytorch/torch/csrc/utils/structseq.cpp,2.889,3.117,3.099,2.821,2.439,398980,398976,398968,398976,398976,2.873,1173015.2
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/s8x8s32/jit_avx512_core_u8_copy_sum_bt_kern_autogen.cpp,18.244,18.146,10.802,17.085,18.003,343380,343904,343900,343896,342872,16.456,742565.6
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/jit_sse41_1x1_conv_kernel_f32.cpp,31.859,37.691,37.918,49.484,44.895,998988,998500,998496,998512,998496,40.369,1342188.8
pytorch,pytorch/aten/src/ATen/core/operator_name.cpp,1.228,1.231,1.299,1.301,1.275,212836,212840,212832,212828,212836,1.267,1211432.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vsubc-minmax-scalar-x1.c,0.325,0.331,0.332,0.189,0.326,153764,153764,153764,153764,153764,0.301,366598.4
pytorch,pytorch/third_party/XNNPACK/src/f32-vunary/gen/vsqr-avx512f-x32.c,0.904,0.888,0.847,0.886,0.876,203764,203764,203764,203764,203764,0.880,357528
pytorch,pytorch/caffe2/operators/quantized/int8_concat_op.cc,17.54,20.816,22.173,20.846,20.84,989312,989312,989296,989304,989308,20.443,1193070.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm_bf16_inner_product.cpp,55.139,55.807,42.733,47.15,56.77,1020148,1020148,1020788,1020536,1019852,51.520,2009600.8
pytorch,pytorch/third_party/XNNPACK/src/f32-prelu/gen/avx512f-2x16.c,0.603,1.033,0.978,0.667,1.023,203288,203288,203288,203288,203288,0.861,1223582.4
pytorch,pytorch/third_party/XNNPACK/src/f32-raddexpminusmax/gen/avx512f-p5-scalef-x128.c,0.963,1.027,0.654,1.151,0.628,203776,203776,203776,203776,203776,0.885,407064
pytorch,pytorch/caffe2/utils/math/reduce.cc,27.331,27.532,19.615,27.135,24.426,1169700,1169552,1169592,1169708,1169572,25.208,1373400.8
pytorch,pytorch/third_party/XNNPACK/src/f32-maxpool/9p8x-minmax-sse-c4.c,2.85,3.216,2.93,3.181,2.851,220516,220516,220516,220516,220516,3.006,1390140.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vdiv-relu-scalar-x8.c,0.346,0.346,0.369,0.354,0.206,154844,154844,154844,154844,154844,0.324,375360
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vaddc-minmax-avx512f-x16.c,0.548,0.829,0.911,0.871,0.886,203892,203764,203892,203764,203764,0.809,358659.2
pytorch,pytorch/torch/csrc/jit/runtime/graph_executor.cpp,96.455,118.053,119.416,112.161,101.538,1958484,1958492,1959512,1957468,1958488,109.525,2162304
pytorch,pytorch/third_party/fmt/src/format.cc,1.803,1.828,1.812,1.635,1.666,224784,224788,224796,224784,224784,1.749,2183276
pytorch,pytorch/torch/csrc/jit/passes/lift_closures.cpp,110.096,102.184,119.193,109.192,122.506,2424036,2424028,2424036,2424028,2424036,112.634,2648820
pytorch,pytorch/third_party/XNNPACK/src/f32-velu/gen/velu-avx-rr2-lut16-p3-x24.c,1.703,1.639,1.017,1.721,1.699,273228,273228,273228,273228,273228,1.556,2697260.8
pytorch,pytorch/third_party/XNNPACK/src/operators/depth-to-space-nhwc.c,0.95,0.587,0.963,0.973,0.989,261508,261508,261508,261508,261508,0.892,534736
pytorch,pytorch/third_party/XNNPACK/src/f32-vunary/gen/vabs-avx512f-x32.c,0.917,0.897,0.963,0.919,0.663,203840,203840,203840,203840,203840,0.872,465348
pytorch,pytorch/torch/csrc/distributed/rpc/init.cpp,120.501,114.188,127.538,129.426,124.564,3096532,3096528,3096016,3096256,3096532,123.243,3300212.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vscaleexpminusmax/gen/avx2-p5-x80.c,1.181,1.217,1.168,1.254,1.132,204132,204132,204132,204132,204132,1.190,3300504.8
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/jit_avx512_common_1x1_conv_kernel.cpp,47.356,45.966,31.987,41.589,48.382,1008100,1009116,1008088,1008088,1008224,43.056,1212455.2
pytorch,pytorch/caffe2/operators/affine_channel_op.cc,36.409,32.723,45.516,42.784,41.393,1356152,1356156,1356148,1356160,1356140,39.765,2364474.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/bf16/jit_avx512_core_s16_48x8_copy_bt_kern_autogen.cpp,18.453,17.857,19.029,18.224,11.369,348380,347868,348384,348388,348384,16.986,1704432
pytorch,pytorch/c10/util/intrusive_ptr.cpp,1.111,0.867,1.186,1.272,1.128,210396,210400,210396,210396,210392,1.113,558676.8
pytorch,pytorch/third_party/protobuf/src/google/protobuf/compiler/cpp/cpp_field.cc,23.342,32.391,29.256,29.398,27.608,945372,945368,945360,945368,945364,28.399,1155762.4
pytorch,pytorch/third_party/XNNPACK/src/f32-gemm/gen/5x8-minmax-sse-load1.c,1.24,0.677,1.282,1.144,1.159,192328,192328,192328,192328,192328,1.100,1137694.4
pytorch,pytorch/torch/csrc/api/src/nn/options/dropout.cpp,38.546,57.215,52.948,57.777,51.654,1291352,1291328,1291332,1291332,1291332,51.628,1483663.2
pytorch,pytorch/caffe2/operators/fused_rowwise_nbit_conversion_ops.cc,22.931,21.92,23.809,15.531,25.545,1079552,1079556,1079560,1079552,1079568,21.947,2370892.8
pytorch,pytorch/third_party/XNNPACK/src/f32-velu/gen/velu-avx2-rr1-p6-x80.c,1.294,1.276,1.211,1.317,1.267,204968,204968,204968,204968,204968,1.273,1284525.6
pytorch,pytorch/caffe2/operators/matmul_op.cc,30.119,29.78,19.539,28.47,25.038,1215056,1215076,1215084,1215080,1215060,26.589,1420039.2
pytorch,pytorch/torch/csrc/api/src/serialize.cpp,94.793,76.331,78.336,78.26,101.005,1935844,1935848,1935840,1935840,1934824,85.745,3150710.4
pytorch,pytorch/caffe2/operators/sigmoid_op.cc,20.466,22.822,24.368,23.642,24.3,1045356,1045372,1045368,1045376,1045376,23.120,2981008.8
pytorch,pytorch/aten/src/ATen/native/quantized/cpu/qnnpack/src/convolution.c,4.837,7.896,6.131,8.062,8.002,279760,279248,279504,279760,279248,6.986,1324873.6
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/jit_brgemm_inner_product_utils.cpp,19.071,16.634,29.846,22.586,24.325,606892,606628,606888,607148,607152,22.492,886445.6
pytorch,pytorch/torch/csrc/jit/passes/quantization/insert_quant_dequant.cpp,185.312,213.374,151.239,187.948,148.879,2488720,2487692,2488716,2487692,2488720,177.350,3095249.6
pytorch,pytorch/third_party/protobuf/src/google/protobuf/compiler/objectivec/objectivec_message.cc,67.692,66.317,63.247,61.52,52.812,1031300,1031304,1031308,1031312,1031304,62.318,3519613.6
pytorch,pytorch/torch/csrc/distributed/c10d/ProcessGroupGloo.cpp,258.245,233.984,281.989,250.762,231.824,2792692,2792680,2792668,2793216,2793716,251.361,3824300
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv/gen/up32x4-minmax-avx512f-acc2.c,2.513,3.246,2.948,2.965,2.871,221056,221056,220928,221056,220864,2.909,3013986.4
pytorch,pytorch/aten/src/ATen/AccumulateType.cpp,8.555,7.652,8.531,8.246,6.67,461876,461860,461864,461864,461864,7.931,682857.6
pytorch,pytorch/third_party/XNNPACK/src/f32-gemm/gen/4x8-minmax-sse2-dup.c,2.565,2.368,2.825,2.808,2.68,217244,217244,217244,217244,217244,2.649,679109.6
pytorch,pytorch/third_party/XNNPACK/src/subgraph/elu.c,0.989,0.984,0.982,1.005,0.996,262096,262096,262096,262096,262096,0.991,479340
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vrdivc-minmax-scalar-x1.c,0.329,0.227,0.327,0.336,0.328,153764,153764,153764,153764,153764,0.309,415860
pytorch,pytorch/third_party/XNNPACK/src/qu8-vadd/minmax-sse2.c,0.991,0.919,0.801,0.575,0.754,204916,205048,205048,205048,205048,0.808,358785.6
pytorch,pytorch/third_party/protobuf/src/google/protobuf/compiler/csharp/csharp_doc_comment.cc,20.794,18.355,23.022,20.945,13.667,699344,699480,699344,698956,699348,19.357,904316
pytorch,pytorch/torch/csrc/jit/runtime/instruction.cpp,1.103,1.086,1.094,1.094,0.651,205424,205424,205424,205428,205428,1.006,904720
pytorch,pytorch/caffe2/operators/arg_ops.cc,27.529,25.161,32.1,24.437,27.404,1206944,1206928,1206948,1206932,1206928,27.326,1412361.6
pytorch,pytorch/torch/csrc/jit/passes/onnx/fold_if_node.cpp,87.075,83.03,80.884,66.937,70.336,2150172,2150180,2150176,2150184,2150176,77.652,3357113.6
pytorch,pytorch/modules/module_test/module_test_dynamic.cc,39.905,40.162,39.027,34.545,36.629,1304224,1305372,1304396,1303736,1304088,38.054,3454540.8
pytorch,pytorch/aten/src/ATen/detail/CUDAHooksInterface.cpp,5.445,5.428,5.561,5.126,4.55,387700,387712,387700,387700,387716,5.222,1692068.8
pytorch,pytorch/torch/csrc/distributed/rpc/tensorpipe_agent.cpp,128.851,105.592,112.735,113.973,112.429,2243368,2243412,2243112,2244692,2243376,114.716,2631297.6
pytorch,pytorch/test/cpp/api/namespace.cpp,55.47,58.004,67.465,50.897,60.791,1715020,1715020,1715012,1715020,1715020,58.525,3958610.4
pytorch,pytorch/torch/csrc/jit/passes/guard_elimination.cpp,98.763,94.414,102.708,90.467,77.097,1984224,1985232,1985232,1985236,1985232,92.690,3700049.6
pytorch,pytorch/build/aten/src/ATen/native/cpu/ReduceOpsKernel.cpp.DEFAULT.cpp,53.764,71.717,82.239,54.13,78.718,1465716,1465712,1465708,1465456,1465596,68.114,3450668.8
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv2d-chw/gen/5x5p2-minmax-sse-3x4-acc2.c,3.218,3.21,3.388,3.242,3.171,214040,213784,214040,214040,214040,3.246,1679626.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/s8x8s32/jit_avx512_core_u8_copy_an_kern_autogen.cpp,19.536,16.92,12.702,11.215,18.574,361600,361604,361600,362628,362632,15.789,576001.6
pytorch,pytorch/third_party/XNNPACK/src/f32-gemm/gen/5x16-minmax-avx512f-broadcast.c,1.101,1.097,1.139,0.729,1.205,204420,204420,204420,204420,204420,1.054,566432.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vscaleexpminusmax/gen/avx512f-p5-scalef-x80.c,1.105,0.973,1.083,1.083,1.19,203656,203656,203656,203656,203656,1.087,408076
pytorch,pytorch/aten/src/ATen/core/VariableFallbackKernel.cpp,19.599,32.691,34.325,31.563,32.243,1053124,1053636,1053636,1053636,1053636,30.084,1257189.6
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/f32/jit_sse41_f32_copy_at_kern_autogen.cpp,18.262,17.232,13.788,19.465,18.697,346332,346348,346848,346848,346844,17.489,1400177.6
pytorch,pytorch/caffe2/contrib/gloo/context.cc,9.238,7.39,10.89,9.16,8.356,528740,528744,528736,528992,528740,9.007,875434.4
pytorch,pytorch/third_party/protobuf/src/google/protobuf/compiler/parser.cc,47.946,50.797,39.817,43.832,42.161,1037480,1037476,1037476,1037476,1037472,44.911,1566266.4
pytorch,pytorch/third_party/XNNPACK/src/f32-ibilinear/gen/sse-c8.c,1.216,1.228,1.231,1.266,1.256,202940,202940,202940,202940,202940,1.239,1240416
pytorch,pytorch/third_party/XNNPACK/src/f32-vbinary/gen/vmax-avx-x16.c,0.899,0.927,0.574,0.914,0.915,203836,203836,203836,203836,203836,0.846,406776
pytorch,pytorch/third_party/XNNPACK/src/f32-raddstoreexpminusmax/gen/scalar-lut64-p2-x1.c,0.891,0.897,0.91,0.896,0.894,259324,259324,259328,259324,259328,0.898,463161.6
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv2d-chw/gen/5x5s2p2-minmax-scalar-1x1-acc2.c,1.549,1.582,1.533,1.608,1.508,176992,176992,176992,176992,176992,1.556,436317.6
pytorch,pytorch/third_party/XNNPACK/src/f32-raddextexp/gen/avx512f-p5-scalef-x192-acc3.c,0.682,0.909,1.125,1.101,1.222,205312,205312,205312,205312,205312,1.008,382304
pytorch,pytorch/aten/src/ATen/test/undefined_tensor_test.cpp,35.238,34.236,30.04,27.235,42.091,1559372,1559884,1559384,1559900,1559884,33.768,1764996.8
pytorch,pytorch/third_party/XNNPACK/src/qu8-requantization/q31-ssse3.c,0.542,0.562,0.558,0.581,0.563,191856,191856,191856,191856,191856,0.561,1751540.8
pytorch,pytorch/caffe2/utils/cast_test.cc,14.821,16.159,23.242,22.628,19.637,827572,827564,827568,827548,827568,19.297,1019420
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/gemm_info.cpp,54.98,47.088,54.695,46.718,69.118,759236,758712,758204,758724,758724,54.520,1586284
pytorch,pytorch/third_party/tensorpipe/tensorpipe/common/epoll_loop.cc,11.921,12.146,9.052,12.629,12.974,472208,472216,472208,472220,472480,11.744,1230986.4
pytorch,pytorch/caffe2/operators/roi_align_rotated_gradient_op.cc,20.413,29.431,31.783,20.082,29.213,1224076,1224076,1223564,1223552,1224072,26.184,1696134.4
pytorch,pytorch/caffe2/operators/conv_op.cc,18.592,19.608,28.965,24.546,23.581,1109744,1109744,1109736,1109712,1109704,23.058,2333596
pytorch,pytorch/torch/csrc/jit/frontend/exit_transforms.cpp,79.916,82.638,70.646,67.283,66.369,1740208,1740212,1740208,1740240,1740204,73.370,2849942.4
pytorch,pytorch/third_party/fbgemm/src/FbgemmI8Spmdm.cc,6.512,6.913,5.422,6.47,6.622,297796,298028,297600,297668,297732,6.388,2037979.2
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/s8x8s32/jit_avx512_core_gemm_s8u8s32_kern.cpp,32.333,31.177,32.642,32.382,27.384,476136,476640,476132,475632,476132,31.184,773899.2
pytorch,pytorch/third_party/kineto/libkineto/src/output_csv.cpp,7.932,7.535,7.075,6.951,7.708,359176,359624,359176,359620,359620,7.440,835577.6
pytorch,pytorch/caffe2/operators/feed_blob_op.cc,18.016,20.851,20.324,21.759,14.824,977660,977676,977672,977660,977668,19.155,1337110.4
pytorch,pytorch/third_party/XNNPACK/src/qu8-requantization/precise-sse2.c,0.557,0.533,0.491,0.554,0.537,191632,191632,191632,191632,191632,0.534,1169299.2
pytorch,pytorch/third_party/protobuf/src/google/protobuf/compiler/objectivec/objectivec_helpers.cc,51.818,43.771,45.941,41.108,45.66,821104,821104,821116,820604,821112,45.660,1012640
pytorch,pytorch/third_party/XNNPACK/src/f32-sigmoid/gen/avx512f-rr1-p5-scalef-div-x32.c,0.995,0.927,0.979,0.977,0.903,204340,204340,204340,204340,204340,0.956,1025348
pytorch,pytorch/caffe2/utils/smart_tensor_printer_test.cc,16.455,12.617,12.812,11.784,16.394,728528,728500,728520,728504,728508,14.012,932852
pytorch,pytorch/aten/src/ATen/native/quantized/cpu/qnnpack/src/u8rmax/sse2.c,0.482,0.493,0.641,0.497,0.494,190048,190048,190048,190048,190048,0.521,918560
pytorch,pytorch/third_party/protobuf/src/google/protobuf/text_format.cc,45.26,35.878,51.152,53.544,44.842,1020152,1021180,1020092,1020516,1020524,46.135,1210540.8
pytorch,pytorch/torch/csrc/jit/tensorexpr/operators/norm.cpp,84.01,71.418,69.583,77.871,67.642,2009704,2009720,2009700,2010244,2010216,74.105,3030409.6
pytorch,pytorch/third_party/XNNPACK/src/f32-sigmoid/gen/sse2-p5-div-x12.c,0.67,0.681,0.727,0.69,0.727,191980,191980,191980,191980,191980,0.699,2201896.8
pytorch,pytorch/third_party/fbgemm/src/QuantUtils.cc,13.256,22.804,15.908,15.585,17.372,382336,382204,382456,382480,382328,16.985,574340.8
pytorch,pytorch/torch/csrc/autograd/saved_variable.cpp,53.414,41.826,45.831,51.795,54.847,1477596,1477600,1477596,1477600,1478628,49.543,1860164.8
pytorch,pytorch/caffe2/operators/quantized/int8_flatten_op.cc,16.265,22.096,21.214,20.665,21.612,988008,987988,988004,988012,987988,20.370,2465804
pytorch,pytorch/third_party/XNNPACK/src/qs8-vadd/gen/minmax-avx2-mul32-ld64-x16.c,0.974,0.623,0.965,0.984,0.972,203528,203528,203528,203528,203528,0.904,1191528
pytorch,pytorch/caffe2/quantization/server/elementwise_mul_dnnlowp_op.cc,47.939,49.742,36.966,32.212,46.444,1644472,1644472,1644476,1644476,1644456,42.661,1847998.4
pytorch,pytorch/aten/src/ATen/test/tensor_iterator_test.cpp,108.312,94.286,99.679,108.606,68.939,2456804,2456712,2456704,2456708,2456712,95.964,4101198.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/jit_avx512_core_amx_1x1_convolution.cpp,87.144,63.375,96.551,93.885,91.345,1109752,1109752,1109204,1109240,1109752,86.460,3566268
pytorch,pytorch/torch/csrc/jit/passes/inline_autodiff_subgraphs.cpp,72.021,77.667,72.156,80.925,79.087,2123864,2122876,2122892,2123824,2123908,76.371,3233012.8
pytorch,pytorch/third_party/XNNPACK/src/qs8-requantization/precise-scalar-signed64.c,3.753,2.232,3.686,3.88,2.74,220448,220448,220448,220448,220448,3.258,2343920.8
pytorch,pytorch/third_party/XNNPACK/src/f32-vunary/gen/vabs-scalar-x1.c,0.484,0.486,0.473,0.476,0.466,190340,190340,190340,190340,190340,0.477,410788
pytorch,pytorch/torch/csrc/jit/tensorexpr/unique_name_manager.cpp,12.595,12.459,7.848,8.334,12.299,612736,612732,612740,612732,612732,10.707,803074.4
pytorch,pytorch/torch/csrc/jit/mobile/type_parser.cpp,39.797,30.823,31.738,31.278,29.506,1335384,1335392,1335392,1335384,1335396,32.628,1948124
pytorch,pytorch/third_party/XNNPACK/src/f32-dwconv/gen/up8x25-minmax-avx.c,3.818,4.077,3.862,3.828,3.928,232436,232436,232436,232436,232436,3.903,1567825.6
pytorch,pytorch/aten/src/ATen/native/SummaryOps.cpp,46.94,48.426,34.368,35.744,39.935,1347844,1347904,1347892,1347900,1347904,41.083,1580324.8
pytorch,pytorch/test/cpp/api/integration.cpp,126.573,125.511,114.524,105.821,121.828,2440040,2439012,2439036,2439008,2439016,118.851,3787111.2
pytorch,pytorch/third_party/XNNPACK/src/operator-delete.c,0.322,0.332,0.321,0.326,0.322,153952,153952,153952,153952,153952,0.325,2593174.4
pytorch,pytorch/third_party/ideep/mkl-dnn/src/cpu/x64/gemm/s8x8s32/jit_avx_u8_copy_sum_an_kern_autogen.cpp,14.2,18.42,18.306,18.089,18.521,357968,359504,358464,358988,358988,17.507,512734.4
